ticker,valuation_score,trading_signal,confidence,sector,industry,market_cap,current_price,pe_ratio,pb_ratio,ps_ratio,peg_ratio,ev_ebitda,ev_sales,dividend_yield,fcf_yield,earnings_yield,position_52w,upside_to_target,graham_number,graham_discount,beta,individual_scores,data_completeness,success
MDB,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
MARA,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
LULU,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
META,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
MPWR,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
MRNA,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
MOH,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
MMYT,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
NKE,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
MRVL,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
MSFT,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
MNST,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
MTCH,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
NEE,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
MSTR,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
NET,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
NFLX,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
PAYX,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
NIO,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
MU,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
PTON,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
OPEN,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
SNOW,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
SNPS,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
SO,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
SNDL,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
SOFI,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
SPOT,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
STAG,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
SWKS,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
TEAM,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
TGT,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
TECH,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
TLRY,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
TDOC,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
TRIP,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
TSLA,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
TTWO,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
TSM,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
TWLO,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
TXN,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
U,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
SNAP,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
SBUX,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
ORLY,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
SHOP,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
PEP,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
PSA,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
PLTR,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
PINS,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
PYPL,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
RARE,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
QCOM,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
QS,61.2,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,20.0,2.5,4.0,1.5,15.0,4.0,2.0,5.0,5.0,50.0,10.0,100.0,0.0,1.0,"{'pe_ratio_score': 40, 'forward_pe_score': 60, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 60, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 60, 'fcf_yield_score': 80, 'earnings_yield_score': 80}",100.0,False
